"order";"id";"SCI_CODE";"NUMBER";"ACTION";"BAND";"PRECISE";"BIRD";"GENDER";"ATLAS";"PAIRS";"REMARKS";"LON";"LAT";"YEAR";"DATE";"OBSRVR";"SITE";"COUNTY"
"1";"3809";"ORIORI";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87907";"57,98445";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"2";"3809";"TURMER";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88029";"57,98442";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"3";"3809";"BUTBUT";"1";"ü";"3";TRUE;TRUE;;"v";"1";;"25,88095";"57,98591";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"4";"3809";"PHYLUS";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87619";"57,98607";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"5";"3809";"SYLBOR";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87738";"57,98712";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"6";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87956";"57,98626";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"7";"3809";"CUCCAN";"1";"s";"3";FALSE;TRUE;;"l";"1";;"25,87620";"57,98646";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"8";"3809";"GRUGRU";"1";"s";"3";FALSE;TRUE;;"l";"1";;"25,87699";"57,98685";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"9";"3809";"OENOEN";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88181";"57,98698";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"10";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88233";"57,98660";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"11";"3809";"ALAARV";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,87948";"57,98754";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"12";"3809";"ANTTRI";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87620";"57,98878";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"13";"3809";"ALAARV";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,88002";"57,98835";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"14";"3809";"CURCOM";"2";"p";"1";TRUE;TRUE;;"v";"1";"paar";"25,88321";"57,98834";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"15";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88262";"57,98923";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"16";"3809";"LINCAN";"2";"p";"1";TRUE;TRUE;;"P";"1";"paar";"25,88349";"57,98842";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"17";"3809";"PASMON";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,88414";"57,98826";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"18";"3809";"MUSSTR";"1";"h";"1";TRUE;TRUE;;"v";"1";;"25,88508";"57,98857";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"19";"3809";"LINCAN";"1";"p";"1";TRUE;TRUE;;"v";"1";;"25,88586";"57,98840";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"20";"3809";"CHLCHL";"1";"p";"1";TRUE;TRUE;;"PP";"1";"5 pp";"25,88527";"57,98848";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"21";"3809";"CORNIX";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,88564";"57,98849";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"22";"3809";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,88571";"57,98818";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"23";"3809";"MOTALB";"1";"h";"2";TRUE;TRUE;;"v";"1";;"25,88516";"57,98815";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"24";"3809";"HIRRUS";"4";"p";"2";TRUE;TRUE;;"P";"2";;"25,88528";"57,98810";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"25";"3809";"APUAPU";"4";"p";"2";TRUE;TRUE;;"P";"2";;"25,88399";"57,98802";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"26";"3809";"STUVUL";"5";"p";"2";TRUE;TRUE;;"PP";"2";;"25,88427";"57,98803";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"27";"3809";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,88457";"57,98808";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"28";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88431";"57,98980";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"29";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88573";"57,98924";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"30";"3809";"EMBCIT";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88488";"57,98781";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"31";"3809";"STEHIR";"1";"p";"2";TRUE;TRUE;;"0";"0";"toitekylaline kaugelt";"25,88520";"57,98807";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"32";"3809";"MUSSTR";"1";"h";"3";TRUE;TRUE;;"v";"1";;"25,89820";"57,99723";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"33";"3809";"HIPICT";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89786";"57,99745";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"34";"3809";"DELURB";"1";"h";"1";TRUE;TRUE;;"v";"1";;"25,89727";"57,99725";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"35";"3809";"STUVUL";"1";"p";"1";TRUE;TRUE;;"v";"1";;"25,89693";"57,99737";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"36";"3809";"HIPICT";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89664";"57,99769";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"37";"3809";"CHLCHL";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89708";"57,99781";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"38";"3809";"PHOPHO";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89671";"57,99795";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"39";"3809";"JYNTOR";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89581";"57,99757";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"40";"3809";"FICHYP";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89651";"57,99760";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"41";"3809";"CARCAR";"4";"p";"3";TRUE;TRUE;;"P";"2";;"25,89581";"57,99728";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"42";"3809";"PARMAJ";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89505";"57,99735";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"43";"3809";"EMBCIT";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89621";"57,99709";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"44";"3809";"HIRRUS";"1";"p";"1";TRUE;TRUE;;"v";"1";;"25,89666";"57,99701";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"45";"3809";"SYLBOR";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89807";"57,99668";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"46";"3809";"CURCOM";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89828";"57,99650";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"47";"3809";"PHYCOL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89797";"57,99635";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"48";"3809";"TURMER";"1";"h";"3";TRUE;TRUE;;"v";"1";;"25,89761";"57,99658";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"49";"3809";"SYLBOR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89653";"57,99684";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"50";"3809";"TURPIL";"1";"p";"1";TRUE;TRUE;;"v";"1";;"25,89680";"57,99666";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"51";"3809";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89668";"57,99645";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"52";"3809";"PRUMOD";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89581";"57,99648";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"53";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89357";"57,99689";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"54";"3809";"CORNIX";"1";"p";"1";TRUE;TRUE;;"v";"1";;"25,89646";"57,99666";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"55";"3809";"CARERY";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89451";"57,99664";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"56";"3809";"CURCOM";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89495";"57,99624";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"57";"3809";"REGIGN";"1";"h";"1";TRUE;TRUE;;"v";"1";;"25,89645";"57,99625";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"58";"3809";"ERIRUB";"3";"p";"1";TRUE;TRUE;;"LP";"1";;"25,89611";"57,99633";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"59";"3809";"ANAPLA";"1";"p";"3";TRUE;TRUE;;"v";"1";;"25,89754";"57,99597";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"60";"3809";"COLPAL";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89606";"57,99595";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"61";"3809";"LUSLUS";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89600";"57,99577";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"62";"3809";"CHLCHL";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89542";"57,99590";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"63";"3809";"PHYSIB";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89541";"57,99564";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"64";"3809";"TURMER";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89510";"57,99541";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"65";"3809";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89550";"57,99533";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"66";"3809";"TROTRO";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89606";"57,99526";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"67";"3809";"ACTHYP";"1";"h";"2";TRUE;TRUE;;"v";"1";;"25,89624";"57,99503";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"68";"3809";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89541";"57,99445";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"69";"3809";"PHYLUS";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89454";"57,99452";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"70";"3809";"POEPAL";"1";"p";"2";TRUE;TRUE;;"v";"1";;"25,89501";"57,99316";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"71";"3809";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89474";"57,99292";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"72";"3809";"COLPAL";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89400";"57,99312";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"73";"3809";"PHYSIB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89391";"57,99220";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"74";"3809";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89348";"57,99228";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"75";"3809";"CYACAE";"1";"h";"1";TRUE;TRUE;;"v";"1";;"25,89329";"57,99214";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"76";"3809";"SYLBOR";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89203";"57,99230";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"77";"3809";"LUSLUS";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89469";"57,99269";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"78";"3809";"COLMON";"1";"ü";"3";TRUE;TRUE;;"v";"1";;"25,89110";"57,99201";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"79";"3809";"PHYLUS";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88948";"57,99219";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"80";"3809";"ALAARV";"1";"h";"2";TRUE;TRUE;;"v";"1";;"25,89369";"57,99140";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"81";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89627";"57,99027";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"82";"3809";"LUSLUS";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89542";"57,98875";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"83";"3809";"PASMON";"1";"h";"3";TRUE;TRUE;;"v";"1";;"25,89554";"57,98907";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"84";"3809";"STUVUL";"2";"p";"3";TRUE;TRUE;;"P";"1";;"25,89448";"57,98924";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"85";"3809";"CURCOM";"1";"h";"1";TRUE;TRUE;;"R";"1";;"25,89136";"57,98942";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"86";"3809";"PHOPHO";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,89053";"57,98921";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"87";"3809";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,89088";"57,98904";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"88";"3809";"MOTALB";"1";"p";"1";TRUE;TRUE;;"v";"1";;"25,89175";"57,98933";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"89";"3809";"COLMON";"3";"p";"3";TRUE;TRUE;;"v";"2";;"25,88926";"57,98979";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"90";"3809";"MOTALB";"1";"p";"3";TRUE;TRUE;;"v";"1";;"25,89259";"57,98845";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"91";"3809";"MOTALB";"2";"p";"1";TRUE;TRUE;;"P";"1";;"25,88986";"57,98791";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"92";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88881";"57,98895";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"93";"3809";"COLLIV";"5";"ü";"3";TRUE;TRUE;;"LP";"1";;"25,88746";"57,98853";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"94";"3809";"CORNIX";"1";"h";"3";TRUE;TRUE;;"v";"1";;"25,89362";"57,98765";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"95";"3809";"FRICOE";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89198";"57,98624";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"96";"3809";"FICHYP";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,89230";"57,98652";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"97";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88711";"57,98711";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"98";"3809";"COLMON";"1";"p";"2";TRUE;TRUE;;"v";"1";;"25,88669";"57,98613";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"99";"3809";"TURMER";"1";"p";"3";TRUE;TRUE;"m";"v";"1";;"25,88904";"57,98441";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"100";"3809";"PICPIC";"1";"p";"3";TRUE;TRUE;;"v";"1";;"25,88914";"57,98461";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"101";"3809";"CORNIX";"1";"p";"3";TRUE;TRUE;;"v";"1";;"25,88928";"57,98483";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"102";"3809";"ALAARV";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,88688";"57,98516";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"103";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88546";"57,98572";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"104";"3809";"NUMARQ";"1";"p";"3";TRUE;TRUE;;"v";"1";"liikus palju ringi";"25,88413";"57,99142";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"105";"3809";"LULARB";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88445";"57,99213";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"106";"3809";"LUSLUS";"1";"s";"3";FALSE;TRUE;;"l";"1";;"25,88840";"57,99150";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"107";"3809";"CORNIX";"1";"h";"3";TRUE;TRUE;;"v";"1";;"25,88789";"57,99131";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"108";"3809";"DENMAJ";"1";"s";"3";FALSE;TRUE;;"l";"1";;"25,88320";"57,99273";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"109";"3809";"ACRDUM";"1";"s";"0";TRUE;TRUE;;"l";"0";"mitte transektil";"25,88761";"57,99164";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"110";"3809";"ACRDUM";"1";"s";"0";TRUE;TRUE;;"l";"1";"mitte transektil";"25,88765";"57,99204";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"111";"3809";"PHOPHO";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88652";"57,98242";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"112";"3809";"COLPAL";"1";"s";"3";FALSE;TRUE;;"l";"1";;"25,88810";"57,98131";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"113";"3809";"FICHYP";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88700";"57,98207";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"114";"3809";"ALAARV";"1";"s";"3";FALSE;TRUE;;"l";"1";;"25,88788";"57,98347";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"115";"3809";"ALAARV";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,88276";"57,98273";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"116";"3809";"ERIRUB";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88010";"57,98385";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"117";"3809";"TROTRO";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87932";"57,98404";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"118";"3809";"PHYCOL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87937";"57,98379";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"119";"3809";"COCCOC";"1";"ü";"3";TRUE;TRUE;;"v";"1";;"25,87981";"57,98362";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"120";"3809";"COLPAL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87883";"57,98339";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"121";"3809";"CURCOM";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87947";"57,98321";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"122";"3809";"FRICOE";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87887";"57,98310";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"123";"3809";"CARERY";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88002";"57,98221";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"124";"3809";"SYLBOR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,88144";"57,98200";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"125";"3809";"CURCOM";"1";"s";"1";TRUE;TRUE;;"l";"1";;"25,88100";"57,98123";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"126";"3809";"GRUGRU";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87510";"57,98435";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"127";"3809";"PHYSIB";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88386";"57,98102";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"128";"3809";"PHYCOL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88498";"57,98101";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"129";"3809";"ORIORI";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88473";"57,98075";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"130";"3809";"TURMER";"1";"h";"3";TRUE;TRUE;;"R";"1";;"25,88349";"57,98071";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"131";"3809";"LUSLUS";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88260";"57,97998";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"132";"3809";"HIPICT";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88226";"57,97971";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"133";"3809";"EMBCIT";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88175";"57,97989";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"134";"3809";"CARERY";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88200";"57,97882";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"135";"3809";"VANVAN";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,87910";"57,98046";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"136";"3809";"LUSLUS";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87795";"57,98109";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"137";"3809";"PHYCOL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87688";"57,98124";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"138";"3809";"COLPAL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87592";"57,98131";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"139";"3809";"PHYLUS";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87757";"57,98170";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"140";"3809";"VANVAN";"6";"p";"3";TRUE;TRUE;;"R";"3";;"25,87510";"57,97996";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"141";"3809";"ALAARV";"1";"s";"2";TRUE;TRUE;;"l";"1";;"25,87626";"57,97812";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"142";"3809";"ALAARV";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87497";"57,97897";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"143";"3809";"COLPAL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,88340";"57,97443";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"144";"3809";"CARCAR";"1";"p";"3";TRUE;TRUE;;"v";"1";;"25,87905";"57,97747";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"145";"3809";"CURCOM";"1";"s";"3";TRUE;TRUE;;"l";"1";;"25,87821";"57,97782";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
"146";"3809";"MOTALB";"1";"p";"3";TRUE;TRUE;;"v";"1";;"25,87861";"57,97761";"2022";"2022-05-26";"Margus Ellermaa";"Helme Patküla";"Valga maakond"
