"order";"id";"TRANSECT NAME";"OBSRVR";"COUNTY";"DATE";"TIME START";"TIME FINISH";"START CORNER";"MOVEMENT DIRECTION FROM START";"START FROM SE-CORNER CLOCKWISE";"DISTANCE COVERED";"ACTUAL TRANSECT LENGTH";"COUNT_YEAR";"DATE DIFFERENCE TO LAST COUNT (+/- DAYS)";"YEARS FROM LAST COUNT";"SAME OBSERVER THAN LAST TIME?";"Imetajad loetud y/n";"INFO1";"INFO2";"ATLAS_SQUARE";"I";"SELGITUSTÖÖ"
"34";"3696";"Nissi Munalaskme";"Aivo Klein";"Harju";"2000-06-13";"03:06";"08:10";"N";"SW-sse";"N.A.";"6,00";"6,00";"2000";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"35";"3697";"Väätsa Piiumetsa";"Margus Ellermaa";"Järva";"2000-06-14";"03:15";"07:38";"S";"NE-sse";"N.A.";"6,00";"6,00";"2000";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"36";"3698";"Väätsa Roovere";"Aivo Klein";"Järva";"2000-06-14";"03:25";"08:35";"W";"E-sse";"N.A.";"5,50";"5,50";"2000";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"37";"3699";"Noarootsi Nõmmküla";"Margus Ellermaa";"Lääne";"2000-06-15";"03:06";"07:23";"NW";"NE-sse";"N.A.";"5,20";"5,20";"2000";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"38";"3700";"Oru Saunja";"Aivo Klein";"Lääne";"2000-06-15";"03:00";"07:40";"N";"S-i";"N.A.";"5,50";"5,30";"2000";;;;"n";"1. korral pikkus 5.5 km.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"39";"3808";"Suure-Jaani Änge";"Aivo Klein";"Viljandi";"2001-05-25";"03:30";"08:10";"N";"S-i";"N.A.";"5,50";"5,50";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"40";"3907";"Suure-Jaani Lahmuse";"Margus Ellermaa";"Viljandi";"2001-05-25";"03:31";"08:24";"N";"S-i";"N.A.";"5,50";"5,50";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"41";"3809";"Helme Patküla";"Margus Ellermaa";"Valga";"2001-05-26";"03:32";"08:17";"NE";"SW-sse";"N.A.";"6,00";"6,00";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"42";"3810";"Helme Tõrva";"Aivo Klein";"Valga";"2001-05-26";"03:30";"03:32";"S";"N-i";"N.A.";"5,00";"5,60";"2001";;;;"n";"2001 loendati 5,0 km";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"43";"3811";"Tõlliste Iigaste";"Margus Ellermaa";"Valga";"2001-05-27";"03:34";"08:30";"SW";"E-sse";"N.A.";"5,20";"5,10";"2001";;;;"n";"2001 loendati 100m rohkem";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"44";"3812";"Karula Väheru";"Aivo Klein";"Valga";"2001-05-27";"03:40";"08:25";"N";"S-i";"N.A.";"5,35";"5,35";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"45";"3813";"Kõlleste Krüüdneri";"Margus Ellermaa";"Tartu ja Põlva";"2001-05-28";"03:31";"08:33";"N";"E-sse";"N.A.";"5,10";"5,30";"2001";;;;"n";"Viimased 200m jäi esimesel korral lugemata";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"46";"3814";"Kambja Raaniste";"Aivo Klein";"Tartu ja Põlva";"2001-05-28";"03:15";"08:25";"N";"S-i";"N.A.";"5,40";"5,40";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"47";"3815";"Räpina Naha";"Margus Ellermaa";"Põlva";"2001-05-29";"03:45";"08:30";"NW";"S-i";"N.A.";"5,70";"5,70";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"48";"3816";"Meeksi Sikakurmu";"Aivo Klein";"Põlva";"2001-05-29";"03:50";"08:25";"SE";"NW-sse";"N.A.";"6,00";"6,00";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"49";"3817";"Laeva Selli";"Margus Ellermaa";"Tartu";"2001-05-30";"03:30";"08:40";"E";"N-i";"N.A.";"6,10";"6,10";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"50";"3818";"Laeva Valmaotsa";"Aivo Klein";"Tartu";"2001-05-30";"03:45";"08:40";"S";"N-i";"N.A.";"5,40";"5,40";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"51";"3819";"Saare Saare";"Margus Ellermaa";"Jõgeva";"2001-05-31";"03:25";"03:20";"SE";"NW-sse";"N.A.";"5,50";"5,50";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"52";"3820";"Saare Kiisli";"Aivo Klein";"Jõgeva";"2001-05-31";"03:20";"08:40";"SW";"E-sse";"N.A.";"6,00";"6,00";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"53";"3821";"Koeru Oostriku";"Margus Ellermaa";"Järva";"2001-06-01";"03:35";"08:53";"SW";"NE-sse";"N.A.";"5,00";"5,00";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"54";"3822";"Koeru Norra";"Aivo Klein";"Järva";"2001-06-01";"03:30";"08:40";"S";"NW-sse";"N.A.";"5,60";"5,60";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"55";"3823";"Illuka Poruni";"Margus Ellermaa";"Ida-Viru";"2001-06-02";"03:30";"09:05";"S";"NW-sse";"N.A.";"5,70";"5,00";"2001";;;;"n";"2001 transekt 700m pikem ilmselt alguses lehtmetsas";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"56";"3824";"Illuka Puhatu";"Aivo Klein";"Ida-Viru";"2001-06-02";"03:40";"08:50";"N";"W-sse";"N.A.";"6,00";"6,00";"2001";;;;"n";"peaks olema kummikutega läbitav";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"57";"3825";"Haljala Männiku";"Margus Ellermaa";"Lääne-Viru";"2001-06-03";"03:32";"08:40";"W";"NW-sse";"N.A.";"5,60";"5,60";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"58";"3826";"Haljala Essu";"Aivo Klein";"Lääne-Viru";"2001-06-03";"03:30";"08:05";"SW";"E-sse";"N.A.";"5,60";"5,60";"2001";;;;"n";"1. kilomeetril lai jõgi, mille ületamine võib nõuda pika ringi tegemist silla kaudu";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"59";"3829";"Loksa Kolga-Aabla";"Margus Ellermaa";"Harju";"2001-06-05";"03:42";"09:09";"S";"NW-sse";"N.A.";"6,00";"6,00";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"60";"3830";"Loksa Pedaspea";"Aivo Klein";"Harju";"2001-06-05";"03:30";"08:30";"N";"SE-sse";"N.A.";"5,60";"5,60";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"61";"3831";"Rae Assaku";"Margus Ellermaa";"Harju";"2001-06-06";"03:51";"08:20";"SW";"N-i";"N.A.";"5,05";"5,05";"2001";;;;"n";"Transekti lõpuosasse ehitatud eramurajoon pärast 2001. aastat";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"62";"3832";"Kõrgessaare Hüti";"Margus Ellermaa";"Hiiu";"2001-06-07";"03:42";"08:42";"W";"SW-sse";"N.A.";"6,20";"6,20";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"63";"3833";"Rae Patika";"Aivo Klein";"Harju";"2001-06-06";"03:30";"08:45";"E";"W-sse";"N.A.";"5,30";"5,30";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"64";"3834";"Kõrgessaare Leigri";"Aivo Klein";"Hiiu";"2001-06-07";"03:30";"08:30";"S";"NE-sse";"N.A.";"5,40";"5,60";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest. 2001 200m jäi loendamata";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"65";"3835";"Ridala Haeska";"Margus Ellermaa";"Lääne";"2001-06-08";"03:30";"07:58";"E";"S-i";"N.A.";"5,00";"5,00";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"66";"3836";"Ridala Parila";"Aivo Klein";"Lääne";"2001-06-08";"03:20";"08:00";"SE";"NW-sse";"N.A.";"5,00";"5,00";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"67";"3837";"Hanila Käru";"Margus Ellermaa";"Pärnu";"2001-06-09";"03:25";"07:48";"E";"N-i";"N.A.";"5,60";"5,60";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks. See transekt loeti ka aastal 2000 kuid selle metaandmed on tabelist puudu";;"I";
"68";"3838";"Hanila Vatla";"Aivo Klein";"Pärnu";"2001-06-09";"03:10";"07:55";"W";"S-i";"N.A.";"5,00";"6,00";"2001";;;;"n";"esimesel korral loeti 5 km - 1 km jäi lugemata";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks. See transekt loeti ka aastal 2000 kuid selle metaandmed on tabelist puudu";;"I";
"69";"3839";"Lihula Penijõe";"Margus Ellermaa";"Pärnu";"2001-06-10";"03:32";"08:01";"S";"E-sse";"N.A.";"5,00";"5,00";"2001";;;;"n";;"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"70";"3840";"Lihula Kloostri";"Aivo Klein";"Pärnu";"2001-06-10";"03:25";"08:00";"S";"N-i";"N.A.";"5,00";"5,00";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"71";"3841";"Tori Kõrsa";"Margus Ellermaa";"Pärnu";"2001-06-11";"03:38";"07:27";"E";"SE-sse";"N.A.";"4,00";"5,20";"2001";;;;"n";"Transekti loendati 1. korral soo peal lyhemalt sest räätsasid polnud kaasas. Loenduse pikkus hinnanguline.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"72";"3842";"Tori Taali";"Aivo Klein";"Pärnu";"2001-06-11";"03:35";"08:40";"SW";"NE-sse";"N.A.";"6,00";"6,00";"2001";;;;"n";"Marsruudi algus ja lõpp väga kaugel teineteisest.";"Kellaajad on talveajad sest kelli ei tollal keeratud. Analyysides tasuks teiseldada UTC-ajaks.";;"I";
"73";"3661";"Kärla Käesla";"Margus Ellermaa";"Saare";"2021-05-27";"04:35";"09:35";"NE";"W-sse";"N.A.";"6,00";"6,00";"2021";"2";"21";"yes";"y";"Suured üleujutused  niitude kraavistikes, vesi paljudes kohtades vööni.";;;"I";
"74";"3662";"Lümanda Lümanda";"Johannes Silvonen";"Saare";"2021-05-27";"04:30";"09:15";"SW";"NE-sse";"N.A.";"5,40";"5,40";"2021";"2";"21";"no";"y";;;;"I";
"75";"3663";"Kaarma Tõrise";"Margus Ellermaa";"Saare";"2021-05-25";"05:10";"09:15";"E";"S-i";"N.A.";"6,10";"6,10";"2021";"-1";"21";"yes";"y";;;;"I";
"76";"3664";"Leisi Luulupe";"Johannes Silvonen";"Saare";"2021-05-25";"04:40";"09:50";"N";"S-i";"N.A.";"5,60";"5,60";"2021";"-1";"21";"no";"y";;;;"I";
"77";"3667";"Halinga Sõõrike";"Margus Ellermaa";"Pärnu";"2021-05-29";"04:16";"09:45";"SW";"NE-sse";"N.A.";"6,70";"6,70";"2021";"1";"21";"yes";"y";;;;"I";
"78";"3668";"Halinga Maima";"Johannes Silvonen";"Pärnu";"2021-05-29";"04:15";"09:20";"W";"SE-sse";"N.A.";"5,50";"5,50";"2021";"1";"21";"no";"y";;;;"I";
"79";"3669";"Raikküla Lipametsa";"Margus Ellermaa";"Rapla";"2021-05-28";"04:30";"08:59";"WNW";"NE-sse";"N.A.";"5,60";"5,60";"2021";"-1";"21";"yes";"y";;;;"I";
"80";"3670";"Raikküla Raikküla";"Johannes Silvonen";"Rapla";"2021-05-28";"04:45";"09:40";"NE";"S-i";"N.A.";"6,00";"6,00";"2021";"-1";"21";"no";"y";;;;"I";
"81";"3671";"Häädemeeste Tolkuse";"Johannes Silvonen";"Pärnu";"2021-05-30";"04:10";"09:00";"E";"W-sse";"N.A.";"5,05";"5,05";"2021";"0";"21";"no";"y";;;;"I";
"82";"3672";"Häädemeeste Aruküla";"Margus Ellermaa";"Pärnu";"2021-05-30";"04:20";"09:10";"W";"SE-sse";"N.A.";"5,30";"5,30";"2021";"0";"21";"yes";"y";;;;"I";
"83";"3673";"Saarde Kärsu";"Johannes Silvonen";"Pärnu";"2021-05-31";"04:20";"09:05";"S";"E-sse";"N.A.";"6,00";"6,00";"2021";"0";"21";"no";"y";;;;"I";
"84";"3674";"Saarde Oissaare";"Margus Ellermaa";"Pärnu";"2021-05-31";"04:10";"08:30";"E";"NE-sse";"N.A.";"5,00";"5,00";"2021";"0";"21";"yes";"y";;;;"I";
"85";"3675";"Halliste Päidre";"Margus Ellermaa";"Viljandi";"2021-06-01";"05:00";"09:20";"SE";"N-i";"N.A.";"5,20";"5,20";"2021";"0";"21";"yes";"y";;;;"I";
"86";"3676";"Paistu Sultsi";"Johannes Silvonen";"Viljandi";"2021-06-01";"04:30";"09:30";"W";"E-sse";"N.A.";"6,00";"6,00";"2021";"0";"21";"no";"y";;;;"I";
"87";"3677";"Rannu Sangla";"Margus Ellermaa";"Tartu";"2021-06-02";"04:20";"07:45";"E";"NW-sse";"N.A.";"5,00";"5,00";"2021";"0";"21";"yes";"y";;;;"I";
"88";"3678";"Rannu Rannu";"Johannes Silvonen";"Tartu";"2021-06-02";"04:10";"08:42";"NW";"SE-sse";"N.A.";"6,00";"6,00";"2021";"0";"21";"no";"y";;;;"I";
"89";"3679";"Põlva Saarjärve";"Margus Ellermaa";"Põlva";"2021-06-04";"04:08";"08:26";"SE";"W-sse";"N.A.";"5,20";"5,20";"2021";"0";"21";"yes";"y";;;;"I";
"90";"3680";"Põlva Peri";"Johannes Silvonen";"Põlva";"2021-06-04";"04:00";"07:40";"NE";"S-i";"N.A.";"5,20";"5,20";"2021";"0";"21";"no";"y";;;;"I";
"91";"3681";"Haanja Uue-Saaluse";"Margus Ellermaa";"Võru";"2021-06-03";"04:00";"09:13";"S";"NW-sse";"N.A.";"5,70";"5,70";"2021";"-2";"21";"yes";"y";;;;"I";
"92";"3682";"Haanja Mallika";"Johannes Silvonen";"Võru";"2021-06-03";"04:05";"08:52";"N";"E-sse";"N.A.";"5,50";"5,50";"2021";"-2";"21";"no";"y";;;;"I";
"93";"3683";"Mäksa Sarakuste";"Margus Ellermaa";"Tartu";"2021-06-05";"03:58";"07:52";"W";"NE-sse";"N.A.";"5,00";"5,00";"2021";"-1";"21";"yes";"y";;;;"I";
"94";"3684";"Tartu Tartu";"Johannes Silvonen";"Tartu";"2021-06-05";"04:00";"08:20";"SE";"NW-sse";"N.A.";"6,00";"6,00";"2021";"-1";"21";"no";"y";;;;"I";
"95";"3685";"Oisu Taikse";"Margus Ellermaa";"Järva";"2021-06-06";"04:20";"08:15";"E";"SW-sse";"N.A.";"5,75";"5,75";"2021";"-1";"21";"yes";"y";"see transekt on esinenud ka numbri 5800 all";;;"I";
"96";"3686";"Oisu Raukla";"Johannes Silvonen";"Järva";"2021-06-06";"04:25";"08:02";"SW";"NE-sse";"N.A.";"5,50";"5,50";"2021";"-1";"21";"no";"y";;;;"I";
"97";"3687";"Jõgeva Viruvere";"Margus Ellermaa";"Jõgeva";"2021-06-07";"04:00";"09:15";"N";"SE-sse";"N.A.";"5,80";"5,80";"2021";"-1";"21";"yes";"y";;;;"I";
"98";"3688";"Rakke Villakvere";"Johannes Silvonen";"Lääne-Viru / Jõgeva";"2021-06-07";"04:10";"08:20";"N";"E-sse";"N.A.";"5,00";"5,00";"2021";"-1";"21";"no";"y";;;;"I";
"99";"3689";"Tudulinna Roostoja";"Margus Ellermaa";"Ida-Viru";"2021-06-08";"04:18";"08:22";"N";"S-i";"N.A.";"5,00";"5,00";"2021";"-2";"21";"yes";"y";"transekti alguses suhteliselt tülikas kopra uputus";;;"I";
"100";"3690";"Tudulinna Muraka";"Johannes Silvonen";"Ida-Viru";"2021-06-08";"04:05";"08:05";"SE";"N-i";"N.A.";"5,80";"5,80";"2021";"-2";"21";"no";"y";"Absurdne sääskede ja kihulaste ohtrus";;;"I";
"101";"3691";"Ambla Roosna";"Margus Ellermaa";"Järva";"2021-06-09";"04:38";"09:03";"S";"NW-sse";"N.A.";"5,80";"5,80";"2021";"-2";"21";"yes";"y";;;;"I";
"102";"3692";"Tamsalu Põdrangu";"Johannes Silvonen";"Lääne-Viru";"2021-06-09";"04:12";"08:25";"E";"W-sse";"N.A.";"5,40";"5,40";"2021";"-2";"21";"no";"y";;;;"I";
"103";"3693";"Anija Änni";"Margus Ellermaa";"Harju";"2021-06-12";"04:02";"08:34";"SW";"SE-sse";"N.A.";"5,10";"5,10";"2021";"0";"21";"yes";"y";;;;"I";
"104";"3694";"Aegviidu Nelijärve";"Indrek Tammekänd";"Harju / Lääne-Viru";"2021-06-12";"04:00";"08:20";"N";"S-i";"N.A.";"5,30";"5,30";"2021";"0";"21";"no";"y";;;;"I";
"105";"3695";"Kernu Laitse";"Margus Ellermaa";"Harju";"2021-06-11";"04:08";"08:27";"W";"S-i";"N.A.";"6,30";"6,30";"2021";"-2";"21";"yes";"y";;;;"I";
"106";"3696";"Nissi Munalaskme";"Indrek Tammekänd";"Harju";"2021-06-11";"04:00";"08:25";"N";"SW-sse";"N.A.";"6,00";"6,00";"2021";"-2";"21";"no";"y";;;;"I";
"107";"3697";"Väätsa Piiumetsa";"Margus Ellermaa";"Järva";"2021-06-13";"04:17";"08:44";"S";"NE-sse";"N.A.";"6,00";"6,00";"2021";"-1";"21";"yes";"y";;;;"I";
"108";"3698";"Väätsa Roovere";"Indrek Tammekänd";"Järva";"2021-06-13";"04:30";"08:55";"W";"E-sse";"N.A.";"5,50";"5,50";"2021";"-1";"21";"no";"y";;;;"I";
"109";"3699";"Noarootsi Nõmmküla";"Margus Ellermaa";"Lääne";"2021-06-14";"04:18";"08:26";"NW";"NE-sse";"N.A.";"5,20";"5,20";"2021";"-1";"21";"yes";"y";"Turbatootmisala oli laienenud 2000. aastaga võrreldes transekti peale. mõned kraavid eeldasid ületamisel väikseid ringe, aga transekti polnud vaja nihutada.";;;"I";
"110";"3700";"Oru Saunja";"Renno Nellis";"Lääne";"2021-06-14";"04:25";"08:55";"N";"S-i";"N.A.";"5,30";"5,30";"2021";"-1";"21";"no";"y";"Peakraavi ületamine raske, minna üle ida poolt. Lõpus viimased 200m transekt läbib suurt tarastatud ala - peab lugema ette ja taha mõlemalt poolt tara.";;;"I";
"111";"3837";"Hanila Käru";"Margus Ellermaa";"Pärnu";"2021-06-10";"04:05";"08:45";"E";"N-i";"N.A.";"5,60";"5,60";"2021";"1";"20";"yes";"y";;;;"I";
"112";"3838";"Hanila Vatla";"Indrek Tammekänd";"Pärnu";"2021-06-10";"04:05";"08:05";"W";"S-i";"N.A.";"6,00";"6,00";"2021";"1";"20";"no";"y";;;;"I";
"113";"3808";"Suure-Jaani Änge";"Art-Villem Adojaan";"Viljandi";"2022-05-25";"04:34";"08:15";"N";"S-i";"N.A.";"5,50";"5,50";"2022";"0";"21";"no";"y";;;;"I";
"114";"3907";"Suure-Jaani Lahmuse";"Margus Ellermaa";"Viljandi";"2022-05-25";"04:30";"08:21";"N";"S-i";"N.A.";"5,50";"5,50";"2022";"0";"21";"yes";"y";;;;"I";
"115";"3809";"Helme Patküla";"Margus Ellermaa";"Valga";"2022-05-26";"06:00";"10:00";"NE";"SW-sse";"N.A.";"5,80";"6,00";"2022";"0";"21";"yes";"y";"vihma tõttu algusaega lükati 2 tundi edasi. Linnud aktiivsed siiski loenduse lõpuni. loeti 5,8 - loenduse lõik alguspunktist 0,4 kuni 0,6 km (pärast paisjärve) jäi lugemata sest koer hoovis. Paisjärv paisutatud transekti üsna algusesse - üle saab ülajooksult või tammi mööda mis eeldab aga veidi pikemat ringi.";;;"I";
"116";"3810";"Helme Tõrva";"Art-Villem Adojaan";"Valga";"2022-05-26";"05:38";"11:00";"S";"N-i";"N.A.";"5,60";"5,60";"2022";"0";"21";"no";"y";"vihma tõttu algusaega lükati 2 tundi edasi. Linnud aktiivsed siiski loenduse lõpuni.";;;"I";
"117";"3811";"Tõlliste Iigaste";"Margus Ellermaa";"Valga";"2022-05-27";"04:42";"09:12";"SW";"E-sse";"N.A.";"4,90";"5,10";"2022";"0";"21";"yes";"y";;;;"I";
"118";"3812";"Karula Väheru";"Art-Villem Adojaan";"Valga";"2022-05-27";"04:45";"09:00";"N";"S-i";"N.A.";"5,35";"5,35";"2022";"0";"21";"no";"y";;;;"I";
"119";"3813";"Kõlleste Krüüdneri";"Margus Ellermaa";"Tartu ja Põlva";"2022-05-28";"04:37";"09:01";"N";"E-sse";"N.A.";"5,30";"5,30";"2022";"0";"21";"yes";"y";"tarastatud istandusele tehti ring aga linnud loeti ette ja taha, nii et auku ei jäänud";;;"I";
"120";"3814";"Kambja Raaniste";"Art-Villem Adojaan";"Tartu ja Põlva";"2022-05-28";"04:30";"08:30";"N";"S-i";"N.A.";"5,40";"5,40";"2022";"0";"21";"no";"y";;;;"I";
"121";"3815";"Räpina Naha";"Margus Ellermaa";"Põlva";"2022-05-29";"04:32";"08:52";"NW";"S-i";"N.A.";"5,70";"5,70";"2022";"0";"21";"yes";"y";;;;"I";
"122";"3816";"Meeksi Sikakurmu";"Art-Villem Adojaan";"Põlva";"2022-05-29";"04:35";"09:20";"SE";"NW-sse";"N.A.";"6,00";"6,00";"2022";"0";"21";"no";"y";;;;"I";
"123";"3817";"Laeva Selli";"Margus Ellermaa";"Tartu";"2022-05-30";"04:32";"08:47";"E";"N-i";"N.A.";"6,10";"6,10";"2022";"0";"21";"yes";"y";;;;"I";
"124";"3818";"Laeva Valmaotsa";"Art-Villem Adojaan";"Tartu";"2022-05-30";"04:26";"09:00";"S";"N-i";"N.A.";"5,40";"5,40";"2022";"0";"21";"no";"y";;;;"I";
"125";"3819";"Saare Saare";"Margus Ellermaa";"Jõgeva";"2022-06-02";"04:45";"08:40";"SE";"NW-sse";"N.A.";"5,50";"5,50";"2022";"2";"21";"yes";"y";;;;"I";
"126";"3820";"Saare Kiisli";"Art-Villem Adojaan";"Jõgeva";"2022-06-02";"04:40";"08:50";"SW";"E-sse";"N.A.";"6,00";"6,00";"2022";"2";"21";"no";"y";;;;"I";
"127";"3821";"Koeru Oostriku";"Margus Ellermaa";"Järva";"2022-06-04";"04:20";"09:30";"SW";"NE-sse";"N.A.";"5,00";"5,00";"2022";"3";"21";"yes";"y";;;;"I";
"128";"3822";"Koeru Norra";"Art-Villem Adojaan";"Järva";"2022-06-04";"04:15";"08:00";"S";"NW-sse";"N.A.";"5,60";"5,60";"2022";"3";"21";"no";"y";;;;"I";
"129";"3823";"Illuka Poruni";"Margus Ellermaa";"Ida-Viru";"2022-06-01";"04:30";"08:20";"S";"NW-sse";"N.A.";"5,00";"5,00";"2022";"-1";"21";"yes";"y";;;;"I";
"130";"3824";"Illuka Puhatu";"Art-Villem Adojaan";"Ida-Viru";"2022-06-01";"04:35";"08:36";"N";"W-sse";"N.A.";"6,00";"6,00";"2022";"-1";"21";"no";"y";"õõtsikust saab yle ka kalamehe kummikuga  veidi jaurates";;;"I";
"131";"3825";"Haljala Männiku";"Margus Ellermaa";"Lääne-Viru";"2022-06-05";"04:15";"08:54";"W";"NW-sse";"N.A.";"5,60";"5,60";"2022";"2";"21";"yes";"y";;;;"I";
"132";"3826";"Haljala Essu";"Art-Villem Adojaan";"Lääne-Viru";"2022-06-05";"04:00";"08:00";"SW";"E-sse";"N.A.";"5,60";"5,60";"2022";"2";"21";"no";"y";"yle jõe ei saa - tuleb 1km ring teha maantee kaudu. Jõuab ilusti, sest põllutransekt.";;;"I";
"133";"3829";"Loksa Kolga-Aabla";"Margus Ellermaa";"Harju";"2022-06-06";"04:15";"09:11";"S";"NW-sse";"N.A.";"6,00";"6,00";"2022";"1";"21";"yes";"y";;;;"I";
"134";"3830";"Loksa Pedaspea";"Art-Villem Adojaan";"Harju";"2022-06-06";"04:00";"08:00";"N";"SE-sse";"N.A.";"5,60";"5,60";"2022";"1";"21";"no";"y";;;;"I";
"135";"3831";"Rae Assaku";"Margus Ellermaa";"Harju";"2022-06-07";"04:15";"08:25";"SW";"N-i";"N.A.";"5,05";"5,05";"2022";"1";"21";"yes";"y";"lõpus uus elamurajoon - läbitud sikk-sakki tänavaid mööda, transekti pikkus jäi enam vähem samaks.";;;"I";
"136";"3833";"Rae Patika";"Art-Villem Adojaan";"Harju";"2022-06-07";"04:00";"08:00";"E";"W-sse";"N.A.";"5,30";"5,30";"2022";"1";"21";"no";"y";;;;"I";
"137";"3832";"Kõrgessaare Hüti";"Margus Ellermaa";"Hiiu";"2022-06-09";"04:10";"08:56";"W";"SW-sse";"N.A.";"6,20";"6,20";"2022";"2";"21";"yes";"y";;;;"I";
