"order";"id";"SCI_CODE";"NUMBER";"ACTION";"BAND";"PRECISE";"BIRD";"GENDER";"ATLAS";"PAIRS";"REMARKS";"LON";"LAT";"YEAR";"DATE";"OBSRVR";"SITE";"COUNTY"
"5378";"44";"COLPAL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,06231";"58,43426";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5379";"44";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"22,05984";"58,43591";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5380";"44";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"22,05866";"58,43620";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5381";"44";"CERFAM";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,05619";"58,43525";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5382";"44";"TURPHI";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,05397";"58,43744";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5383";"44";"PHYCOL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,05326";"58,43720";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5384";"44";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"22,05470";"58,43635";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5385";"44";"CUCCAN";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,05378";"58,43323";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5386";"44";"POEMON";"1";"s";"1";TRUE;TRUE;;"l";"1";;"22,05191";"58,43606";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5387";"44";"FRICOE";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,05281";"58,43539";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5388";"44";"COLPAL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,05040";"58,43886";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5389";"44";"ACCNIS";"1";"n";"1";TRUE;TRUE;;"VP";"1";;"22,05241";"58,43631";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5390";"44";"FICHYP";"1";"s";"1";TRUE;TRUE;;"l";"1";;"22,05067";"58,43629";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5391";"44";"LOXCUR";"2";"ü";"3";FALSE;TRUE;;"v";"1";;"22,04915";"58,43680";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5392";"44";"GRUGRU";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,05057";"58,43533";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5393";"44";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"22,04985";"58,43579";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5394";"44";"TURMER";"1";"s";"2";TRUE;TRUE;;"l";"1";;"22,04944";"58,43586";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5395";"44";"CURCUR";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04964";"58,43520";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5396";"44";"GRUGRU";"1";"s";"3";FALSE;TRUE;;"l";"1";;"22,04961";"58,42750";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5397";"44";"PARMAJ";"1";"s";"2";TRUE;TRUE;;"l";"1";;"22,04856";"58,43649";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5398";"44";"ERIRUB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"22,04887";"58,43600";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5399";"44";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"22,04867";"58,43576";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5400";"44";"FRICOE";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04858";"58,43523";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5401";"44";"PHYCOL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04812";"58,43497";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5402";"44";"CUCCAN";"1";"s";"1";TRUE;TRUE;;"l";"1";;"22,04724";"58,43613";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5403";"44";"SPISPI";"1";"ü";"3";FALSE;TRUE;;"v";"1";;"22,04650";"58,43562";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5404";"44";"FRICOE";"1";"h";"1";TRUE;TRUE;;"v";"1";;"22,04689";"58,43596";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5405";"44";"PERATE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"22,04753";"58,43612";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5406";"44";"REGREG";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04730";"58,43675";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5407";"44";"TURPHI";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04647";"58,43707";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5408";"44";"PHYCOL";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04624";"58,43666";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5409";"44";"GRUGRU";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04559";"58,43708";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5410";"44";"LOXCUR";"1";"ü";"3";FALSE;TRUE;;"v";"1";;"22,04392";"58,43529";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5411";"44";"FRICOE";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04466";"58,43670";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5412";"44";"ANTTRI";"1";"s";"2";TRUE;TRUE;;"l";"1";;"22,04438";"58,43569";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5413";"44";"FRICOE";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04458";"58,43523";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5414";"44";"ERIRUB";"1";"s";"3";TRUE;TRUE;;"l";"1";;"22,04190";"58,43474";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5415";"44";"MERMER";"2";"ü";"3";FALSE;TRUE;;"P";"1";;"22,04316";"58,44286";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5416";"44";"ANSANS";"14";"ü";"3";FALSE;TRUE;;"0";"0";;"22,05766";"58,44428";"2021";"2021-05-31";"Rein Nellis";"Kesknõmme";"Saare"
"5417";"45";"SYLBOR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35517";"57,68630";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5418";"45";"PHYCOL";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35554";"57,68622";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5419";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35595";"57,68615";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5420";"45";"ANAPLA";"1";"p";"1";TRUE;TRUE;;"v";"1";;"27,35520";"57,68605";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5421";"45";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35657";"57,68563";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5422";"45";"TROTRO";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35770";"57,68579";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5423";"45";"SYLATR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35828";"57,68583";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5424";"45";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35890";"57,68622";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5425";"45";"PHYCOL";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35940";"57,68621";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5426";"45";"SYLBOR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36037";"57,68615";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5427";"45";"ERIRUB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35919";"57,68574";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5428";"45";"TURILI";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35959";"57,68560";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5429";"45";"PHYLUS";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35998";"57,68558";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5430";"45";"CURCOM";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36145";"57,68594";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5431";"45";"PHYLUS";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36192";"57,68570";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5432";"45";"CURCOM";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36242";"57,68572";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5433";"45";"TURMER";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36336";"57,68611";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5434";"45";"ANTTRI";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36341";"57,68561";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5435";"45";"TURPHI";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36416";"57,68539";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5436";"45";"PHYLUS";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36389";"57,68601";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5437";"45";"DENMAJ";"1";"h";"2";TRUE;TRUE;;"v";"1";;"27,36413";"57,68618";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5438";"45";"SYLBOR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36450";"57,68589";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5439";"45";"PHYSIB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36450";"57,68560";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5440";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36532";"57,68585";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5441";"45";"PHYSIB";"1";"h";"1";TRUE;TRUE;;"v";"1";;"27,36560";"57,68567";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5442";"45";"DRYMAR";"1";"p";"2";TRUE;TRUE;;"R";"1";;"27,36556";"57,68607";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5443";"45";"TROTRO";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36663";"57,68578";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5444";"45";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36681";"57,68601";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5445";"45";"PHYSIB";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36706";"57,68591";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5446";"45";"SYLBOR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36743";"57,68598";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5447";"45";"TURMER";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36777";"57,68600";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5448";"45";"COLPAL";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36759";"57,68571";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5449";"45";"TURILI";"1";"h";"1";TRUE;TRUE;;"v";"1";;"27,36806";"57,68571";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5450";"45";"GARGLA";"1";"h";"2";TRUE;TRUE;;"v";"1";;"27,36832";"57,68599";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5451";"45";"TROTRO";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36871";"57,68576";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5452";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36841";"57,68550";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5453";"45";"PHYSIB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36676";"57,68550";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5454";"45";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36933";"57,68592";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5455";"45";"DENMAJ";"1";"h";"1";TRUE;TRUE;;"v";"1";;"27,36960";"57,68576";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5456";"45";"SYLBOR";"1";"h";"1";TRUE;TRUE;;"v";"1";;"27,37013";"57,68577";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5457";"45";"CURCOM";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36971";"57,68550";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5458";"45";"LANCOL";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36936";"57,68534";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5459";"45";"ANTTRI";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,37048";"57,68546";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5460";"45";"GALGAL";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,37068";"57,68565";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5461";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35436";"57,68577";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5462";"45";"CERFAM";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35523";"57,68543";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5463";"45";"TROTRO";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35386";"57,68520";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5464";"45";"SYLATR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35528";"57,68515";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5465";"45";"PHYCOL";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35472";"57,68476";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5466";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35424";"57,68434";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5467";"45";"ERIRUB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35464";"57,68418";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5468";"45";"TRIOCH";"1";"h";"3";TRUE;TRUE;;"v";"1";;"27,35536";"57,68431";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5469";"45";"FICPAR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35378";"57,68406";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5470";"45";"PARMAJ";"1";"h";"2";TRUE;TRUE;;"v";"1";;"27,35506";"57,68388";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5471";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35417";"57,68331";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5472";"45";"COLPAL";"1";"p";"1";TRUE;TRUE;;"v";"1";;"27,35452";"57,68314";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5473";"45";"PHYSIB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35413";"57,68303";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5474";"45";"TURPHI";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35484";"57,68259";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5475";"45";"TROTRO";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35358";"57,68218";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5476";"45";"TURPHI";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35413";"57,68194";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5477";"45";"PHYSIB";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35477";"57,68201";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5478";"45";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35473";"57,68169";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5479";"45";"SYLATR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35362";"57,68185";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5480";"45";"PHYLUS";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35356";"57,68167";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5481";"45";"TURMER";"1";"h";"1";TRUE;TRUE;;"v";"1";;"27,35396";"57,68152";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5482";"45";"ERIRUB";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35476";"57,68140";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5483";"45";"REGREG";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35395";"57,68125";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5484";"45";"FICPAR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35408";"57,68096";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5485";"45";"TURPHI";"1";"s";"3";TRUE;TRUE;;"l";"1";;"27,35529";"57,68017";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5486";"45";"TURMER";"1";"h";"1";TRUE;TRUE;;"v";"1";;"27,35379";"57,67998";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5487";"45";"SYLBOR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35362";"57,67966";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5488";"45";"PHYSIB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35420";"57,67942";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5489";"45";"PHYSIB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35369";"57,67890";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5490";"45";"PHYCOL";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35450";"57,67890";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5491";"45";"PHYSIB";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35319";"57,67809";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5492";"45";"DENMAJ";"1";"p";"1";TRUE;TRUE;;"v";"1";;"27,35403";"57,67809";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5493";"45";"ERIRUB";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35448";"57,67782";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5494";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35355";"57,67776";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5495";"45";"GALGAL";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35340";"57,67746";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5496";"45";"TROTRO";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35349";"57,67722";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5497";"45";"MUSSTR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35440";"57,67744";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5498";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35435";"57,67714";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5499";"45";"FICHYP";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35448";"57,67690";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5500";"45";"TURPHI";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35467";"57,67666";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5501";"45";"PHYSIB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35558";"57,67709";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5502";"45";"PHYSIB";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35669";"57,67684";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5503";"45";"PHYCOL";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35708";"57,67668";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5504";"45";"REGREG";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35685";"57,67702";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5505";"45";"TURMER";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35673";"57,67723";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5506";"45";"PHYLUS";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35820";"57,67704";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5507";"45";"SYLBOR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35912";"57,67699";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5508";"45";"PHYCOL";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,35869";"57,67723";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5509";"45";"ANTTRI";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,35989";"57,67675";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5510";"45";"TROTRO";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36059";"57,67675";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5511";"45";"SYLATR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36046";"57,67653";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5512";"45";"DENMAJ";"1";"p";"2";TRUE;TRUE;;"v";"1";;"27,36002";"57,67658";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5513";"45";"TURPHI";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36036";"57,67712";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5514";"45";"PHYLUS";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36102";"57,67695";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5515";"45";"HIPICT";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36111";"57,67650";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5516";"45";"SYLBOR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36193";"57,67699";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5517";"45";"PHYLUS";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36210";"57,67649";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5518";"45";"TURPHI";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36298";"57,67691";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5519";"45";"FRICOE";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36342";"57,67645";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5520";"45";"FICHYP";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36395";"57,67664";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5521";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36409";"57,67689";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5522";"45";"PHYCOL";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36402";"57,67710";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5523";"45";"SYLBOR";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36461";"57,67662";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5524";"45";"DENMAJ";"1";"n";"1";TRUE;TRUE;;"PP";"1";;"27,36537";"57,67665";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5525";"45";"SYLATR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36593";"57,67640";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5526";"45";"FRICOE";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36567";"57,67661";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5527";"45";"PHYSIB";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36576";"57,67698";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5528";"45";"TROTRO";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36680";"57,67685";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5529";"45";"PARMAJ";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36720";"57,67654";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5530";"45";"ANTTRI";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,36819";"57,67630";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5531";"45";"HIPICT";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,36896";"57,67646";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5532";"45";"SYLBOR";"1";"s";"2";TRUE;TRUE;;"l";"1";;"27,37031";"57,67632";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
"5533";"45";"PARMAJ";"1";"s";"1";TRUE;TRUE;;"l";"1";;"27,37021";"57,67650";"2022";"2022-05-30";"Tarmo Evestus";"Viitka";"Võru"
